ORDEN,Nombre de la empresa extranjera,Empresa,Nombre limpio viejo,Nombre del agente/representante cubano, , .1,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI,Objetos
1459.0,"CARIBEMEX EXPORT-IMPORT, S.R.L.","CARIBEMEX EXPORT-IMPORT, S.R.L.","CARIBEMEX EXPORT- IMPORT, S.R.L.",,,,Sociedad,Respuesta a solicitud de inscripción,,República Dominicana,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2015-05-12 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,150 de 2015,2015-06-15 00:00:00,GOC-2015-O-25,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_25_2015.pdf,https://drive.google.com/file/d/1NKm6NsihIHgBSUw_tm7wvxEpSGMasZlw/view?usp=sharing,"['54', '55', '56', '59', '60', '63', '68', '69', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '94', '95', '54', '55', '56', '59', '60', '63', '68', '69', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '94', '95', '15', '16', '21', '25', '27', '28', '29', '30', '32', '33', '34', '35', '37', '38', '39', '40', '42', '44', '48', '49', '52', '54', '55', '56', '59', '60', '63', '68', '69', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '94', '95']"
2012.0,"CARIBEMEX EXPORT-IMPORT, S.R.L.","CARIBEMEX EXPORT-IMPORT, S.R.L.","CARIBEMEX EXPORT-IMPORT, S.R.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,República Dominicana,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2012-01-31 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,19 de 2012,2012-02-10 00:00:00,GOC-2012-O-3,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_003_2012.pdf,https://drive.google.com/file/d/1fL27K9nwUU3QMuaHmQJ6AQ0TBXmAIJEA/view?usp=sharing,"['54', '55', '56', '59', '60', '63', '68', '69', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '94', '95', '54', '55', '56', '59', '60', '63', '68', '69', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '94', '95', '15', '16', '21', '25', '27', '28', '29', '30', '32', '33', '34', '35', '37', '38', '39', '40', '42', '44', '48', '49', '52', '54', '55', '56', '59', '60', '63', '68', '69', '70', '72', '73', '74', '76', '82', '83', '84', '85', '87', '90', '94', '95']"
53.0,"CHINA YANY INTERNATIONAL TRADE CORPORATION, LTD.",CHINA YANY INTERNATIONAL TRADE CORPORATION LTD.,"CHINA YANY INTERNATIONAL TRADE CORPORATION, LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-254-O28,35/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['7', '10', '11', '12', '13', '14', '15', '16', '19', '23', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '37', '38', '39', '40', '48', '51', '52', '53', '54', '55', '56', '58', '59', '60', '61', '62', '63', '64', '65', '68', '69', '70', '72', '73', '74', '75', '76', '78', '79', '80', '82', '83', '84', '85', '86', '87', '90', '94', '96']"
742.0,"CHINA YANY INTERNATIONAL TRADE CORPORATION, LTD.",CHINA YANY INTERNATIONAL TRADE CORPORATION LTD.,"CHINA YANY INTERNATIONAL TRADE CORPORATION, LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2018-02-07 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-537-O27,47/2018,2018-08-29 00:00:00,GOC-2018-O-27,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o27.pdf,https://drive.google.com/file/d/1oKcX0Tknz9brKtQ5N_wMXDV5pPtBhOnO/view?usp=sharing,"['7', '10', '11', '12', '13', '14', '15', '16', '19', '23', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '37', '38', '39', '40', '48', '51', '52', '53', '54', '55', '56', '58', '59', '60', '61', '62', '63', '64', '65', '68', '69', '70', '72', '73', '74', '75', '76', '78', '79', '80', '82', '83', '84', '85', '86', '87', '90', '94', '96']"
1791.0,CHINA YANY INTERNATIONAL TRADE CORPORATION LTD.,CHINA YANY INTERNATIONAL TRADE CORPORATION LTD.,CHINA YANY INTERNATIONAL TRADE CORPORATION LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,2013-02-21 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,69 de 2013,2013-03-14 00:00:00,GOC-2013-O-14,https://www.gacetaoficial.gob.cu/sites/default/files/ord_14_2013.pdf,https://drive.google.com/file/d/1pUeW7HgRmtSp_qsRjiTUy8iY-8q7RRL-/view?usp=sharing,"['7', '10', '11', '12', '13', '14', '15', '16', '19', '23', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '37', '38', '39', '40', '48', '51', '52', '53', '54', '55', '56', '58', '59', '60', '61', '62', '63', '64', '65', '68', '69', '70', '72', '73', '74', '75', '76', '78', '79', '80', '82', '83', '84', '85', '86', '87', '90', '94', '96']"
54.0,"B.D.C. INTERNATIONAL, S.A.","B.D.C. INTERNATIONAL, S.A.","B.D.C. INTERNATIONAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Bélgica,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-255-O28,36/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['3', '5', '15', '22', '23', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '44', '45', '47', '48', '49', '59', '63', '64', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
721.0,"B.D.C. INTERNATIONAL, S.A.","B.D.C. INTERNATIONAL, S.A.","B.D.C. INTERNATIONAL, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Bélgica,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, anivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2018-01-23 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-449-O24,16/2018,2018-06-21 00:00:00,GOC-2018-O-24,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o24.pdf,https://drive.google.com/file/d/128C3RAB4rTw45JVoHAX_8btR1ufu6daM/view?usp=sharing,"['3', '5', '15', '22', '23', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '44', '45', '47', '48', '49', '59', '63', '64', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
1401.0,"B.D.C. INTERNATIONAL, S.A.","B.D.C. INTERNATIONAL, S.A.","B.D.C. INTERNATIONAL, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Bélgica,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2015-02-03 00:00:00,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,N.A.,27 de 2015,2015-03-11 00:00:00,GOC-2015-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_10_2015.pdf,https://drive.google.com/file/d/1FLF947UNARoejr9M9a6mdD94rJym7Fmf/view?usp=sharing,"['3', '5', '15', '22', '23', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '44', '45', '47', '48', '49', '59', '63', '64', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
2004.0,"BDC INTERNATIONAL, S.A.","B.D.C. INTERNATIONAL, S.A.","BDC INTERNATIONAL, S.A.",,,,Sucursal de entidad,Respuesta a solicitud de inscripción,,Bélgica,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2012-01-09 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,5 de 2012,2012-02-10 00:00:00,GOC-2012-O-3,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_003_2012.pdf,https://drive.google.com/file/d/1fL27K9nwUU3QMuaHmQJ6AQ0TBXmAIJEA/view?usp=sharing,"['3', '5', '15', '22', '23', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '44', '45', '47', '48', '49', '59', '63', '64', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
2043.0,"BDC INTERNATIONAL, S.A., la que debió consignarse como B.D.C. INTERNATIONAL, S.A.","B.D.C. INTERNATIONAL, S.A.","BDC INTERNATIONAL, S.A., la que debió consignarse como B.D.C. INTERNATIONAL, S.A.",,,,Firma,Cambio de denominación social,,Bélgica,,,,,,Renovación,Modificación,"Mediante la Resolución No 5, de fecha 9 de enero de 2012, fue autorizada la renovación de la Licencia en el Registro Nacional de Sucursales y Agentes de Sociedades Mercantiles Extranjeras, adscrito a la Cámara de Comercio de la República de Cuba, a la firma belga BDC INTERNATIONAL, S.A., consignándose erróneamente la denominación social de la misma.",2012-03-09 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,73 de 2012,2012-03-21 00:00:00,GOC-2012-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_0010_2012.pdf,https://drive.google.com/file/d/1MruIn3rJJr6qky5hNHw5L6DKRDVERcPd/view?usp=sharing,"['3', '5', '15', '22', '23', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '42', '44', '45', '47', '48', '49', '59', '60', '61', '63', '64', '65', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96', '15', '22', '25', '27', '28', '29', '30', '31', '32', '34', '35', '36', '38', '39', '40', '44', '45', '47', '48', '49', '59', '63', '64', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
55.0,"HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-256-O28,37/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '89', '90', '91', '92', '93', '94', '95', '96', '97', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
1135.0,"HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Inscripción,Aprobado,N.A.,2015-12-10 00:00:00,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,GOC-2016-6-O1,374/2015,2016-01-07 00:00:00,GOC-2016-O-1,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o1_0.pdf,https://drive.google.com/file/d/1P7Tc3fFDQqc4N-bTZ1zKYMYDflejgu3g/view?usp=sharing,"['39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '89', '90', '91', '92', '93', '94', '95', '96', '97', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
1151.0,"HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.","HANGZHOU DUOJIA TECHNOLOGY CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Inscripción,Aprobado,N.A.,2015-12-10 00:00:00,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,GOC-2016-77-O4,374 de 2015,2016-02-02 00:00:00,GOC-2016-O-4,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o4_0.pdf,https://drive.google.com/file/d/1uyPyIZosSuRZpubNAvFVZXsS0g2EeGGQ/view?usp=sharing,"['39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '89', '90', '91', '92', '93', '94', '95', '96', '97', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
56.0,"TEKENER, S.A.","TEKENER, S.A.","TEKENER, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-257-O28,38/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '83', '84', '85', '90', '91', '38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '79', '83', '84', '85', '90', '91', '38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '79', '83', '84', '85', '90', '91']"
740.0,"TEKENER,S.A.","TEKENER, S.A.","TEKENER,S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2018-02-07 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-535-O27,45/2018,2018-08-29 00:00:00,GOC-2018-O-27,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o27.pdf,https://drive.google.com/file/d/1oKcX0Tknz9brKtQ5N_wMXDV5pPtBhOnO/view?usp=sharing,"['38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '83', '84', '85', '90', '91', '38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '79', '83', '84', '85', '90', '91', '38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '79', '83', '84', '85', '90', '91']"
1364.0,"TEKENER, S.A.","TEKENER, S.A.","TEKENER, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Renovación,Aprobado,N.A.,2015-01-07 00:00:00,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,N.A.,5 de 2015,2015-02-17 00:00:00,GOC-2015-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_7_2015.pdf,https://drive.google.com/file/d/1VB0SH7B7xhOYg8rbjtc1GBBZymqNPNpz/view?usp=sharing,"['38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '83', '84', '85', '90', '91', '38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '79', '83', '84', '85', '90', '91', '38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '79', '83', '84', '85', '90', '91']"
2427.0,"TEKENER, S.A.","TEKENER, S.A.","TEKENER, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2011-12-26 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,439 de 2011,2011-12-29 00:00:00,GOC-2011-O-49,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_049_2011.pdf,https://drive.google.com/file/d/1nX-mRzcJCnvn4MNjaM_RXRjIJF_i9QgG/view?usp=sharing,"['38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '83', '84', '85', '90', '91', '38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '79', '83', '84', '85', '90', '91', '38', '39', '40', '59', '68', '69', '70', '72', '73', '76', '79', '83', '84', '85', '90', '91']"
57.0,"IRRITEC IBERIA, S.A.","IRRITEC IBERIA, S.A.","IRRITEC IBERIA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-258-O28,39/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['25', '27', '28', '31', '35', '38', '53', '54', '56', '57', '59', '68', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '25', '27', '28', '31', '35', '38', '53', '54', '56', '57', '59', '68', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94']"
1170.0,"IRRITEC IBERIA, S.A.","IRRITEC IBERIA, S.A.","IRRITEC IBERIA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Inscripción,Aprobado,N.A.,2016-01-25 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2016-160-O10,27/2016,2016-02-17 00:00:00,GOC-2016-O-10,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o10.pdf,https://drive.google.com/file/d/126tEDuBQyIrIXP4t44a-F3yL3ZT4QWQz/view?usp=sharing,"['25', '27', '28', '31', '35', '38', '53', '54', '56', '57', '59', '68', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '25', '27', '28', '31', '35', '38', '53', '54', '56', '57', '59', '68', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94']"
58.0,"COMERCIAL DE TRANSMISIONES, S.A.","COMERCIAL DE TRANSMISIONES, S.A.","COMERCIAL DE TRANSMISIONES, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2021-03-01 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-259-O28,40/2021,2021-03-16 00:00:00,GOC-2021-O-28,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o28_0.pdf,https://drive.google.com/file/d/1lEEMKoaJ5L6tyHCdhdlzNgueSImDMnzh/view?usp=sharing,"['40', '73', '76', '84', '85', '40', '73', '76', '84', '85', '40', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '40', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97']"
