ORDEN,Nombre de la empresa extranjera,Nombre limpio definitivo,Nombre limpio viejo,Nombre del agente/representante cubano,,,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI
209,VNIIRA OVD,"COMERCIAL TAKE OFF, S.A. / VNIIRA-OVD","COMERCIAL TAKE OFF, S.A. / VNIIRA OVD","COMERCIAL TAKE OFF, S.A.",,,Agente - Compañía,Respuesta a solicitud de inscripción,Cuba,Rusia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,20/12/2019,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-32-O3,363 de 2019,15/1/2020,GOC-2020-O-3,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o3.pdf,https://drive.google.com/file/d/1gROVnGvkjNWTcVHwlv-PcrUt_bCPzUAN/view?usp=sharing
2412,"COMERCIAL TAKE OFF, S.A.","COMERCIAL TAKE OFF, S.A. / VNIIRA-OVD","COMERCIAL TAKE OFF, S.A. / VNIIRA-OVD","COMERCIAL TAKE OFF, S.A.",,,Sucursal de compañía,Respuesta a solicitud de inscripción,Cuba,Rusia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,24/11/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,405 de 2011,6/12/2011,GOC-2011-O-41,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_041_2011.pdf,https://drive.google.com/file/d/1wM8FqKwDF_2qDEYZH2rxo3E_RKHOGWED/view?usp=sharing
445,"COMERCIAL TOLEDO, S.A.","COMERCIAL TOLEDO, S.A.","COMERCIAL TOLEDO, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,16/5/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-513-O42,132 de 2019,13/6/2019,GOC-2019-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o42.pdf,https://drive.google.com/file/d/1KmtCxArOVHvS3Fe6O9KAVixOroqd__9S/view?usp=sharing
1264,"COMERCIAL TOLEDO, S.A.","COMERCIAL TOLEDO, S.A.","COMERCIAL TOLEDO, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,6/7/2016,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2016-726-O36,173/2016,25/8/2016,GOC-2016-O-36,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o36.pdf,https://drive.google.com/file/d/1BRACt9mte7XJ5QKxiKAlfQdzkZAOq_aw/view?usp=sharing
1825,"COMERCIAL TOLEDO, S.A","COMERCIAL TOLEDO, S.A.","COMERCIAL TOLEDO, S.A",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,16/4/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,122 de 2013,2/5/2013,GOC-2013-O-24,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_024_2013.pdf,https://drive.google.com/file/d/12ST96h9jkUzwmbaeBgaMeHdsM-nw5jvK/view?usp=sharing
2555,"COMERCIAL TOLEDO, S.A.","COMERCIAL TOLEDO, S.A.","COMERCIAL TOLEDO, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,3/6/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,261 de 2010,22/6/2010,GOC-2010-O-24,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_024_2010.pdf,https://drive.google.com/file/d/11j8chBo58MbFSuLiU8iTlZ3QgqXNxU-h/view?usp=sharing
1933,"COMERCIAL WHITEHORN, S.A.","COMERCIAL WHITEHORN, S.A.","COMERCIAL WHITEHORN, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2/10/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,338 de 2013,14/10/2013,GOC-2013-O-51,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_051_2013.pdf,https://drive.google.com/file/d/17c-6Q1uI_PCGdHcdRoq3G5CmOXVN2d8T/view?usp=sharing
553,"COMERCIAL WHITEHORN, S.A.","COMERCIAL WHITEHORN, S.A.","COMERCIAL WHITEHORN, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución. ",Sí,Renovación,Aprobado,N.A.,15/10/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1017-O87,281 de 2019,11/11/2019,GOC-2019-O-87,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o87.pdf,https://drive.google.com/file/d/1QEEq_9Hv1KvOSEOgwR8Z5XfumQa_JMQE/view?usp=sharing
1311,"COMERCIAL WHITEHORN, S.A.","COMERCIAL WHITEHORN, S.A.","COMERCIAL WHITEHORN, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,22/9/2016,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,GOC-2016-904-O47,263/2016,21/11/2016,GOC-2016-O-47,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2016-o47.pdf,https://drive.google.com/file/d/1HyQw9C6Ah7uJLz2pmSmGxgEEFuyW-8nJ/view?usp=sharing
2634,COMERCIAL WHITEHORN S.A.,"COMERCIAL WHITEHORN, S.A.",COMERCIAL WHITEHORN S.A.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,28/10/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,460 de 2010,25/11/2010,GOC-2010-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_050_2010.pdf,https://drive.google.com/file/d/1BUOO_g6SAlzLfyReTOjfBYbTyNyceIa6/view?usp=sharing
565,"COMERCIAL YARA, S.A.","COMERCIAL YARA, S.A.","COMERCIAL YARA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2/12/2019,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2019-1102-O101,322 de 2019,23/12/2019,GOC-2019-O-101,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o101.pdf,https://drive.google.com/file/d/1Atcyu_POrUxIIfzhqt0euq_XVHqpYlH4/view?usp=sharing
950,"COMERCIAL YARA, S.A.","COMERCIAL YARA, S.A.","COMERCIAL YARA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,6/12/2016,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-145-O8,349/2016,15/2/2017,GOC-2017-O-8,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o8.pdf,https://drive.google.com/file/d/1qa0SaWhmY0MnCRTEsh8JJTFo2YUX5PvD/view?usp=sharing
1984,"COMERCIAL YARA, S.A.","COMERCIAL YARA, S.A.","COMERCIAL YARA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,6/12/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,620 de 2013,24/12/2013,GOC-2013-O-66,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_066_2013.pdf,https://drive.google.com/file/d/1btmdZ9ztkB1Gy3RxMveNzGiAC_FPsikn/view?usp=sharing
248,COMERCIALIZADORA CTS CHILE LTDA.,COMERCIALIZADORA CTS CHILE LTDA.,COMERCIALIZADORA CTS CHILE LTDA.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Chile,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,23/3/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-267-O25,106 de 2020,2/4/2020,GOC-2020-O-25,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o25_0.pdf,https://drive.google.com/file/d/14JeSJYuJV2EG1qRkmrab65DEGZ5hBTQ6/view?usp=sharing
1033,COMERCIALIZADORA CTS CHILE LTDA.,COMERCIALIZADORA CTS CHILE LTDA.,COMERCIALIZADORA CTS CHILE LTDA.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Chile,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,15/3/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-384-O17,92 de 2017,16/5/2017,GOC-2017-O-17,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o17.pdf,https://drive.google.com/file/d/1znPEQQB5BuiV3MuFTTBUXXIH_7Fr33FK/view?usp=sharing
1659,COMERCIALIZADORA CTS CHILE LTDA.,COMERCIALIZADORA CTS CHILE LTDA.,COMERCIALIZADORA CTS CHILE LTDA.,,,,Compañía,Respuesta a solicitud de inscripción,,Chile,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,24/4/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,136 de 2014,23/5/2014,GOC-2014-O-23,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_23_2014.pdf,https://drive.google.com/file/d/1YRMmYD5T6nY5mj3e6A-aP4-sKTqQBsXo/view?usp=sharing
2325,COMERCIALIZADORA QBA 1 C.A.,"COMERCIALIZADORA QBA 1, C.A.",COMERCIALIZADORA QBA 1 C.A.,,,,Firma,Respuesta a solicitud de inscripción,,Venezuela,,,,,,Renovación,Cancelación definitiva,"Del análisis realizado, se ha concluido que han variado las condiciones e intereses que justificaron el otorgamiento de la Licencia que le fuera concedida a la referida firma.",24/5/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,220 de 2011,7/6/2011,GOC-2011-O-16,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_016_2011.pdf,https://drive.google.com/file/d/1anW66I2RkPL8DEBo-LL3pdFZJNUyjr0i/view?usp=sharing
2479,"COMERCIALIZADORA S & E Y CIA, S.A.","COMERCIALIZADORA S & E Y CIA., S.A.","COMERCIALIZADORA S & E Y CIA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Colombia,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Inscripción,Aprobado,N.A.,12/1/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,22 de 2010,10/2/2010,GOC-2010-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_006_2010.pdf,https://drive.google.com/file/d/1JlcRbYvhFvUZlojBHA_pbR91K3sxJt7f/view?usp=sharing
252,COMERCIALIZE CARIBEAN INTERNATIONAL S.A. DE C.V.,"COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.",COMERCIALIZE CARIBEAN INTERNATIONAL S.A. DE C.V.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,23/3/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-271-O25,110 de 2020,2/4/2020,GOC-2020-O-25,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o25_0.pdf,https://drive.google.com/file/d/14JeSJYuJV2EG1qRkmrab65DEGZ5hBTQ6/view?usp=sharing
1029,"COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.","COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.","COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,15/3/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-380-O17,88 de 2017,16/5/2017,GOC-2017-O-17,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o17.pdf,https://drive.google.com/file/d/1znPEQQB5BuiV3MuFTTBUXXIH_7Fr33FK/view?usp=sharing
1642,"COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.","COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.","COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,6/4/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,108 DE 2014,7/5/2014,GOC-2014-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_18_2014.pdf,https://drive.google.com/file/d/1xrx5Wy-aHXVs3jX4P3FSW1__VZ_7GUxp/view?usp=sharing
2208,COMERCIALIZE CARIBEAN INTERNATIONAL S.A. DE C.V.,"COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.",COMERCIALIZE CARIBEAN INTERNATIONAL S.A. DE C.V.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,"Producción y comercialización de tecnologías de avanzada para el sector de la construcción: sistemas constructivos, sistemas de superficie ultra compactas de gran formato y la prestación de servicios técnicos directamente asociados a levantamiento de obra, productos ejecutivos, capacitación, asesoría y/o asistencia técnica, e incluso ejecución parcial o total de objetos de obra, entiéndase productos de llave en mano.",No,Inscripción,Aprobado,N.A.,11/5/2022,Rodrigo Malmierca Díaz,Ministro,GOC-2022-595-O51,195/2022,19/5/2022,GOC-2022-O-51,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o51.pdf,https://drive.google.com/file/d/14v7BZuhyMeBIsU7uHeDtqn_CM8dahmmW/view?usp=sharing
2290,"COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.","COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.","COMERCIALIZE CARIBEAN INTERNATIONAL, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,8/4/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,151 de 2011,29/4/2011,GOC-2011-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2011.pdf,https://drive.google.com/file/d/1_oPFkPhzjcyYnUuMrGHkRQsdBs5vDCqt/view?usp=sharing
1026,"COMERIND, S.L.","COMERIND, S.L.","COMERIND, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,,,,Renovación,Cancelación definitiva,"De conformidad con lo regulado en los artículos 22 y 28 del mencionado Decreto No. 206, se ha concluido no acceder a la solicitud de renovación y en su lugar disponer la cancelación definitiva de la Licencia otorgada a favor de la compañía española COMERIND, S.L., pues han variado las condiciones e intereses que justificaron la autorización de su inscripción, por lo que corresponde cancelar definitivamente la licencia otorgada a favor de esta.",2/3/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-372-O16,79 de 2017,16/5/2017,GOC-2017-O-16,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o16.pdf,https://drive.google.com/file/d/18OVE62Ql1i51wfpMBkrcJ8C9S51j2EzK/view?usp=sharing
1945,"COMERIND, S.L.","COMERIND, S.L.","COMERIND, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,7/10/2013,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,351 de 2013,4/11/2013,GOC-2013-O-55,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_055_2013.pdf,https://drive.google.com/file/d/12SraqcfXVxnq4xx-5Fi-QfD6iVI0R8Jz/view?usp=sharing
824,COMEX S.R.L.,"COMEX, S.R.L.",COMEX S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,8/6/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-867-O43,197/2018,11/12/2018,GOC-2018-O-43,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o43.pdf,https://drive.google.com/file/d/1FIWQywaVTidA9cf0Rq7Ksy_sq29oVZqF/view?usp=sharing
1550,COMIMPEX HANDELSGESELLSCHAFT MBH & CO. KG,COMIMPEX HANDELSGESELLSCHAFT MBH & CO. KG,COMIMPEX HANDELSGESELLSCHAFT MBH & CO. KG,,,,Compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,12/11/2015,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,334 de 2015,7/12/2015,GOC-2015-O-54,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_54_2015.pdf,https://drive.google.com/file/d/19y16yDlAKTpsL_pA-AUMnePDzd1WmMjI/view?usp=sharing
858,COMINVESTMENT AG,"COMINVESTMENT, A.G.",COMINVESTMENT AG,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Suiza,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,25/9/2018,Antonio Luis Carricarte Corona,Ministro a.i.,GOC-2018-1105-O58,269/2018,20/12/2018,GOC-2018-O-58,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o58.pdf,https://drive.google.com/file/d/1UEubvpx3iH8WN9JoUQaiPpqD_xq9oXLL/view?usp=sharing
22,"COMLAT, S.A.","COMLAT, S.A.","COMLAT, S.A.",,https://opencorporates.com/companies?utf8=%E2%9C%93&q=,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Argentina,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,11/12/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-97-O6,421/2020,18/1/2021,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing
698,"COMLAT, S.A.","COMLAT, S.A.","COMLAT, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Argentina,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,30/11/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-325-O18,677/2017,25/5/2018,GOC-2018-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o18_0.rar,https://drive.google.com/file/d/1f8sillp17o1XQL_iyMSqxMLrH6TuD_ND/view?usp=sharing
1755,"COMLAT, S.A.","COMLAT, S.A.","COMLAT, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Argentina,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,3/11/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,302/2014,9/12/2014,GOC-2014-O-57,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_57_2014.pdf,https://drive.google.com/file/d/1E5USfbKW4Mg71Z1P_be2i3_4AaSNZSi2/view?usp=sharing
2403,"COMLAT, S.A.","COMLAT, S.A.","COMLAT, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Argentina,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,21/11/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,396 de 2011,1/12/2011,GOC-2011-O-40,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_040_2011.pdf,https://drive.google.com/file/d/1F15r8dHVkOPGhhrTWjwUCEkAQc1PMUg2/view?usp=sharing
349,COMPAGNIA MERCANTILE INTERNAZIONALE S.R.L. (COMEI),"COMPAGNIA MERCANTILE INTERNAZIONALE, S.R.L. (COMEI)",COMPAGNIA MERCANTILE INTERNAZIONALE S.R.L. (COMEI),,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades mercantiles comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,4/12/2018,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2019-39-O1,358/2018,11/1/2019,GOC-2019-O-1,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o1.pdf,https://drive.google.com/file/d/1EpLm370uco26zrbdUSHrBgsZGZY8DrFS/view?usp=sharing
1548,COMPAGNIA MERCANTILE INTERNAZIONALE S.R.L. (COMEI),"COMPAGNIA MERCANTILE INTERNAZIONALE, S.R.L. (COMEI)",COMPAGNIA MERCANTILE INTERNAZIONALE S.R.L. (COMEI),,,,Compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,12/11/2015,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,332 de 2015,7/12/2015,GOC-2015-O-54,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_54_2015.pdf,https://drive.google.com/file/d/19y16yDlAKTpsL_pA-AUMnePDzd1WmMjI/view?usp=sharing
2228,COMPAGNIA MERCANTILE INTERNAZIONALE S.R.L.,"COMPAGNIA MERCANTILE INTERNAZIONALE, S.R.L. (COMEI)",COMPAGNIA MERCANTILE INTERNAZIONALE S.R.L.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Italia,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo No 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,22/11/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,351 de 2012,10/12/2012,GOC-2012-O-59,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o59.pdf,https://drive.google.com/file/d/11tAVyCKh9twcNB__o5W7MNnNbf7Oy20K/view?usp=sharing
2443,COMPAGNIA MERCANTILE INTERNAZIONALE SRL (COMEI),"COMPAGNIA MERCANTILE INTERNAZIONALE, S.R.L. (COMEI)",COMPAGNIA MERCANTILE INTERNAZIONALE SRL (COMEI),,,,Sucursal de firma,Respuesta a solicitud de inscripción,,Italia,,,Sí,Realización de las actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,No,Renovación,Aprobado,N.A.,30/11/2009,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,341 de 2009,26/1/2010,GOC-2010-O-2,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_002_2010.pdf,https://drive.google.com/file/d/1jAAbuDSo2WQdwzLY_cKc3wnerZcGGPp-/view?usp=sharing
508,COMPANHIA DE OBRAS E INFRA-ESTRUTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUCTURA (COI),COMPANHIA DE OBRAS E INFRA-ESTRUTURA (COI),,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Brasil,,,Sí,Realización de actividades propias para la preparación y atención a ofertas comerciales de obras y proyectos.,No,Renovación,Aprobado,N.A.,21/8/2019,Rodrigo Malmierca Díaz,Ministros MINCEX,GOC-2019-801-O68,232 de 2019,12/9/2019,GOC-2019-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o68_0.pdf,https://drive.google.com/file/d/1hS75nSMfms4m-QyoZNSs8aIJC-1H0HHj/view?usp=sharing
